IDENT,Inspection,Maintenance,TimeCost
100207,"ON RIGHT ENG START, ENGINE RAN VERY ROUGH.","RAN ENGINE, #3 CYL NO EGT. PULLED PROP THROUGH 4 COMPRE",5.743590583273923
100208,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,0.2986086384472386
100209,CYL #2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED CYL #2 INTAKE GASKET.,3.118434237178187
100210,CYL #2 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED CYL #2 & 3 ROCKER COVER GASKETS.,6.590152611933791
100211,CYL #3 AFT BAFFLE I/B SCREW BRACKET RIVETS ARE SHEARED OFF.,"REMOVED CYL #3 AFT BAFFLE, REPLACED BROKEN FASTENERS &",1.055420644649333
100212,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER W/ NEW.,6.636140156119108
100213,#2 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,2.0387476503905146
100214,R/H ENGINE #2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,7.120700908499831
100215,L/H ENGINE #4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,8.545612047558086
100216,"R/H ENGINE, ALL 4 ROCKER COVER GASKETS SEEPING.",REMOVED & REPLACED ALL GASKETS.,2.776857538316695
100217,R/H REAR ENGINE BAFFLE SCREW MISSING.,INSTALLED NEW SCREW.,8.919943273916529
100218,ROCKER BOX COVER SCREWS LOOSE (ALL CYLS).,RETORQUED SCREWS.,1.8218600619789371
100219,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,3.515706410212384
100220,#2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,1.9834540133448852
100221,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,8.967124827033642
100222,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,TIGHTENED HOSE CLAMPS.,2.985845510904107
100223,#2 & 4 ROCKER BOX COVER SCREWS LOOSE.,RETORQUED #2 & 4 ROCKER BOX COVER SCREWS.,0.3541549551550205
100224,L/H ENGINE #1 INTAKE LEAKING.,REMOVED & REPLACED L/H #1 INTAKE GASKET.,8.516358554567514
100225,R/H ENGINE #2 & 1 INTAKE LEAKING.,REMOVED & REPLACED R/H ENGINE INTAKE GASKETS 1 & 2.,7.268018787038761
100226,R/H FWD UPPER BAFFLE SEAL IS LOOSE.,REPLACED BAFFLE SEAL.,4.765657884611196
100227,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,5.205192054019003
100228,ROCKER BOX COVER SCREWS LOOSE.,RETORQUE ROCKER BOX COVER SCREWS.,4.844992139033755
100229,#4 ROCKER GASKET LEAKING.,REPLACED ROCKER GASKET.,0.9477056228914715
100230,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,1.743709537372209
100231,#4 CYL HAS NO COMPRESSION.,"INSTALLED NEW GASKET, LEAK CK GOOD.",1.9548647933478847
100232,#4 CYL HAS NO COMPRESSION.,"INSPECTED VALVES, FOUND NO DEFECTS. RAN A/C & RECHECKED",4.315850471609198
100233,SCREW MISSING ON #3 BAFFLE.,REPLACED SCREW.,2.4679963781614145
100234,#2 ROCKER COVER IS LEAKING.,REPLACED GASKET.,6.226929381035858
100235,INDUCTION TUBE HOSE CLAMPS LOOSE.,TIGHTENED HOSE CLAMPS.,8.820890206502616
100236,R/H ENG CYL #3 INTAKE IS LEAKING.,REPLACED INTAKE GASKET.,6.498153067300995
100237,L/H ENG #4 INDUCTION TUBE GASKET LEAKING.,REPLACED INTAKE GASKET.,5.232158754722109
100238,L/H ENG CYL #1 FWD BAFFLE SEAL IS LOOSE.,RESECURED #1 FWD BAFFLE SEAL.,4.498538181906172
100239,"L/H ENG #1, 2 & 3 ROCKER BOX COVERS LEAKING.",REPLACED ROCKER COVER GASKETS.,0.5548839522481153
100240,R/H ENG #2 INTAKE TUBE GASKET IS LEAKING.,INSTALLED NEW #2 INTAKE TUBE GASKET.,6.823471628072411
100241,R/H ENG ALL ROCKER COVER GASKETS LEAKING.,INSTALLED NEW R/H ENG ROCKER BOX COVER GASKETS.,0.07461553734412818
100242,AFT BAFFLE BRACKET RIVETS SHEARED.,RESECURED BAFFLE BRACKET.,8.082839708003707
100243,#3 AFT BAFFLE IS WORN THROUGH AT I/B CYLINDER WRAP.,REMOVED WORN PIECE. FABRICATED REPLACEMENT FROM LIKE MA,5.957849003870548
100244,FRONT R/H BAFFLE SIDE HAS A CRACK BY SCREW.,STOP DRILLED CRACK.,6.863049855333246
100245,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,REMOVED BAFFLE.,5.699445358324381
100246,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,FABRICATED PATCH W/ LIKE MATERIALS. RIVETED IAW ,9.81174775801688
100247,"#2, 3 & 4 ROCKER GASKETS LEAKING.","REPLACED #2, 3 & 4 ROCKER GASKETS. LEAK CHECK GOOD.",9.718559215390579
100248,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,INSTALLED NEW BAFFLE.,2.2315740342008206
100249,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,REMOVED R/H REAR BAFFLE.,3.7359530157783603
100250,SCREW MISSING IN #4 ROCKER COVER.,INSTALLED & TORQUED NEW SCREW IN #4 ROCKER BOX COVER. R,5.902309327481321
100251,#2 INTAKE IS LEAKING.,REPLACED GASKET.,9.450799761337422
100252,BRACKET SECURING OIL LINE TO #2 CYLINDER BROKEN.,REMOVED & REPLACED BRACKET.,9.152354274536478
100253,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REMOVED ENGINE TO FACILITATE REPAIR BY ODEGAARD WINGS.,5.471369644323676
100254,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REINSTALLED ENGINE IAW MAINTENANCE MAN,1.9707593513367017
100255,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,9.830859723054829
100256,#2 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS.,1.627525860895167
100257,"DOING MAX PERFORM T/O @ 3200, MP WON'T GO ANY HIGHER THAN 24",REQUIRES MX FLIGHT TO VERIFY DISCREPANCY,0.9623973447332157
100258,"ROCKER COVER GASKETS 1, 3 & 4 LEAKING.","REMOVED & REPLACED ROCKER COVER GASKETS 1, 3 & 4.",1.2324312322386122
100259,#2 & 4 CYLINDER ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED #2 & 4 GASKETS.,7.9701548846185775
100260,"#1, 2 & 3 ROCKER BOX COVER SCREWS LOOSE.",TIGHTENED SCREWS.,5.421778949903235
100261,#1 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.,6.61183587201787
100262,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,TIGHTENED SCREWS.,5.1066315064203565
100263,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,TIGHTENED HOSE CLAMPS.,0.6840899931694067
100264,#3 INTAKE LEAKING AT CLAMP.,READJUSTED & TIGHTENED CLAMP.,7.577110340953881
100265,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,8.626567076340937
100266,"RIVET PULLED THROUGH BAFFLE SEAL, #1 CYL.",REMOVED OLD RIVET & INSTALLED NEW RIVET.,2.293752296635528
100267,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,9.77430328941604
100268,L/H ENGINE I/B BAFFLE INTERCONNECT ROD BROKEN.,REMOVED & REPLACED BAFFLE INTERCONNECT ROD.,6.409861469080372
100269,#2 INDUCTION TUBE HOSE CLAMP BROKEN.,INSTALLED NEW HOSE CLAMP.,0.03370372569803659
100270,"#1, 2, 3 CYLINDER INTAKE GASKETS LEAKING.",INSTALLED NEW INTAKE GASKETS.,1.9875430916940628
100271,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,3.0781402536289635
100272,AFT R/H BAFFLE HAS MISSING RIVET.,REMOVED & REPLACED RIVET.,1.6953440055497981
100273,#2 & 4 ROCKER COVERS LEAKING.,REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS.,8.825333396319525
100274,RING GEAR HAS TOO MANY DAMAGED TEETH.,REMOVED PROP & INSTALLED SERVICEABLE RING GEAR ASSY. IN,9.660050301086834
100275,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,LEAK CHECK GOOD.,6.367500279258735
100276,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,REMOVED & REPLACED OIL RETURN LINE.,4.253799835362676
100277,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,REMOVED R/H SIDE BAFFLE OFF ENGINE.,4.170090101184396
100278,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,REPLACED BAFFLE W/ SERVICEABLE BAFFLE.,0.15179883537860706
100279,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,3.769815110137942
100280,R/H ENGINE CYL #3 AFT BAFFLE IS CRACKED.,STOP DRILLED CRACK IN R/H ENG #3 AFT BAFFLE.,7.747373844482385
100281,L/H ENGINE CYL #4 AFT BAFFLE STIFFENER IS CRACKED.,REMOVED & REPLACED CRACKED STIFFENER.,5.559549157205476
100282,CYL #2 & 3 INTAKES ARE LEAKING.,REMOVED & REPLACED CYL #2 & 3 INTAKE GASKETS.,8.717937609753728
100283,R/H FWD UPPER BAFFLE SEAL NEEDS TO BE RESECURED.,INSTALLED POP RIVET TO RESECURE R/H FWD BAFFLE SEAL.,0.261715332500031
100284,#1 INTAKE IS LEAKING.,REMOVED & REPLACED #1 INTAKE GASKET.,8.95267393869856
100285,ROCKER COVERS 2 & 3 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS 2 & 3.,5.6660275685751085
100286,#2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW #2 INDUCTION TUBE GASKET.,5.889609434922203
100287,#2 & 3 ROCKER BOX COVER GASKETS LEAKING.,INSTALLED NEW ROCKER BOX COVER GASKETS.,2.3574740164898356
100288,"DURING ENTRY TO 180 DEGREE AUTO, WHEN COLLECTIVE LOWERED TO","INSPECTED THROTTLE LINKAGE, COLLECTIVE LINKAGE, NO DISC",2.4606023377980635
100289,"CAP SCREW MISSING, L/H ENG #4 BAFFLE.",INSTALLED NEW SCREW.,8.389994429172251
100290,#4 ROCKER COVER LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,5.664791351727781
100291,ALL ROCKER COVERS HAVE LOOSE SCREWS.,TIGHTENED ALL COVERS.,5.655163061426735
100292,R/H ENG #3 INTAKE LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET W/ NEW.,9.657360905255945
100293,HARDWARE MISSING ON R/H ENGINE #4 ROCKER COVER.,INSTALLED NEW SCREW INTO #4 ROCKER COVER.,5.974381829614705
100294,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.,5.343998509983907
100295,RIGHT ENG #2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER.,5.968789455047232
100296,#1 & 3 ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED SCREWS.,5.979890122223182
100297,#2 & 4 INDUCTION TUBE GASKETS LEAKING.,INSTALLED NEW #2 & 4 INDUCTION TUBE GASKETS.,7.3360757810652455
100298,ALL SCREWS FOR ROCKER COVERS ARE LOOSE.,TIGHTENED ALL SCREWS.,7.451608917918056
100299,#1 & 4 INTAKES LEAKING.,REMOVED & REPLACED INTAKE GASKETS 1 & 4.,2.8797304449595487
100300,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,4.74389807477258
100301,R/H REAR BAFFLE MOUNTING SCREW LOOSE.,TIGHTENED R/H REAR BAFFLE MOUNTING SCREW.,6.1562494244939705
100302,L/H BAFFLE PLUG MISSING.,INSTALLED PATCH FABRICATED OUT OF LIKE MATERIAL. INSTAL,0.3273820144005646
100303,#3 INTAKE LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET.,4.414275253297491
100304,ENGINE INSPECTION PANEL MISSING SCREW,REINSTALLED SCREW,3.591146445952086
100305,#1 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,1.0844064178800406
100306,CYL #2 & 3 INTAKES ARE LEAKING.,REPLACED CYL #2 & 3 INTAKE GASKETS.,9.269473077051448
100307,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,5.2941076399838725
100308,"#2, 3 & 4 ROCKER BOX COVER SCREWS LOOSE.",TIGHTENED SCREWS.,3.8924486088801427
100309,STARTER RING GEAR MISSING TEETH.,REMOVED & REPLACED STARTER RING GEAR. RESAFETY WIRED PR,7.967152405407295
100310,#2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED #2 & 4 INTAKE GASKETS W/ NEW.,6.378849735013169
100311,BOTH BAFFLE PLUGS WORN.,REPLACED BOTH BAFFLE PLUGS.,0.5180786489391209
100312,#1 ROCKER LEAKING.,REMOVED & REPLACED #1 ROCKER COVER GASKET.,7.493722009115087
100313,R/H FWD BAFFLE MISSING SCREW.,INSTALLED NEW SCREW.,2.2533171825538356
100314,OIL PSI SWITCH WIRING GROMMET IS MISSING.,INSTALLED NEW GROMMET.,9.357430290115076
100315,#4 INTAKE LEAKING.,REPLACED GASKET.,7.232268622068797
100316,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,8.787837818040622
100317,ROCKER COVERS 2 & 3 LEAKING.,REMOVED & REPLACED #2 & 3 ROCKER COVER GASKETS.,4.0901104973830975
100318,BACK L/H TOP BAFFLE IS CRACKED.,"FABRICATED PATCH, INSTALLED PATCH. RIVET IAW  SRM",7.222162931355332
100319,L/H FWD ENGINE BAFFLE CRACKED.,"STOP DRILLED CRACK, FABRICATED PATCH. RIVETED IAW",0.3454172198614913
100320,L/H & R/H SPARK PLUG THROUGH HOLE PLUGS NEED TO BE REPLACED.,INSTALLED NEW ENGINE BAFFLE BUTTON PLUGS.,9.82406567268872
100321,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,3.5262029740835796
100322,L/H FWD ENGINE BAFFLE BLAST TUBE BLOCKED,REMOVED BLOCKAGE,8.386431550318447
100323,R/H ENGINE 2 & 3 INTAKES LEAKING.,REPLACED #2 & 3 INTAKE GASKETS.,6.338245207504427
100324,#3 ROCKER COVER LEAKING ON R/H ENGINE.,REPLACED #3 ROCKER COVER GASKET.,3.4724208306810658
100325,"L/H ENGINE INTAKES 1, 2 & 4 LEAKING.","REMOVED & REPLACED 1, 2 & 4 INTAKE GASKETS W/ NEW.",5.7300882211191855
100326,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,1.8234644950122036
100327,R/H BAFFLE PLUG NEEDS TO BE CHANGED.,REMOVED & REPLACED BAFFLE PLUG.,0.037951103263398345
100328,#3 INTAKE IS LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET.,4.727567937691407
100329,L/H BOTTOM BAFFLE WIRE HOLDER IS BROKEN.,REMOVED & REPLACED LOWER L/H BAFFLE TIE ROD.,4.732903282527623
100330,#4 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,6.203468334697696
100331,SPARK PLUG BAFFLE PLUG IS WORN.,INSTALLED NEW BAFFLE PLUG.,8.3486614428029
100332,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET. CLEANED FUEL STAINS I,3.2783951201498307
100333,#3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,8.333161989718588
100334,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,6.501181009073389
100335,"#2 CYL, LEFT ENG INTAKE IS LEAKING.",REMOVED & REPLACED #2 INTAKE GASKET.,3.6795507531149605
100336,R/H ENGINE #4 CYL INTAKE GASKET IS LEAKING.,REPLACED GASKET.,4.760322869015768
100337,R/H ENGINE #1 CYL SIDE BAFFLE SEAL IS TORN.,REMOVED & REPLACED SEAL.,3.6123019069053774
100338,R/H ENGINE #3 CYL AFT BAFFLE SEAL IS OUT OF PLACE.,RESECURED BAFFLE SEAL.,6.305959267011127
100339,L/H SIDE BAFFLE CRACKED.,"PATCHED W/ LIKE MATERIAL. RIVETING IAW , CH",4.0091384634685
100340,L/H DEFLECTOR BAFFLE IS CRACKED.,"PATCHED W/ LIKE MATERIAL. RIVETING IAW , CH",5.874326272585423
100341,#2 & 4 ROCKER COVERS ARE LEAKING.,REPLACED ROCKER COVER GASKETS.,4.241826909895234
100342,ENGINE BAFFLE BUTTONS WORN.,REMOVED OLD BAFFLE BUTTONS & INSTALLED NEW ONES ON L/H,0.6977574469489323
100343,#4 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,9.120004207159607
100344,LOWER RIGHT BAFFLE SPRING IS BROKEN.,REPLACED W/ NEW BAFFLE SPRING.,9.45630563108087
100345,R/H BACK BAFFLE BRACKET SCREWS ARE LOOSE.,"REMOVED BAFFLE, INSTALLED NEW BRACKET SCREWS & REINSTAL",6.921194486082509
100346,BOTH BAFFLE PLUGS BAD.,REMOVED & REPLACED BOTH BAFFLE PLUGS.,5.929613533424741
100347,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,9.15711240479741
100348,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,3.253777804590776
100349,CYL #3 BACK BAFFLE SCREW MISSING.,INSTALLED CYL #3 BACK BAFFLE SCREW.,5.384295516608787
100350,SPIRAL WRAP ON ROCKER OIL RETURN LINES #1 & 3 REQUIRES REPLA,REMOVED & REPLACED SPIRAL WRAP ON ROCKER RETURN LINES #,5.156274094724883
100351,L/H ENGINE ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED DOWN SCREWS.,8.838858451137906
100352,R/H ENGINE ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED DOWN SCREWS.,6.64480679159082
100353,R/H ENG #2 INTAKE GASKET LEAKS.,REMOVED & REPLACED INTAKE GASKET.,9.452374134180753
100354,#4 INDUCTION TUBE GASKET LEAKING.,REPLACED #4 INDUCTION TUBE GASKET.,1.9251341049524828
100355,#2 & 4 ROCKER BOX COVER GASKETS LEAKING.,REPLACED #2 & 4 ROCKER COVER GASKETS,1.0858825098582192
100356,#1 INTAKE GASKET LEAKING.,REMOVED & REPLACED #1 INTAKE GASKET W/ NEW.,8.03271001063868
100357,#4 ROCKER COVER LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET W/ NEW.,1.0778997598602924
100358,#1 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE TUBE.,7.189543385829305
100359,ENGINE BAFFLE PLUG MISSING.,INSTALLED NEW BAFFLE PLUG ON L/H SIDE OF ENGINE.,1.3791114287103612
100360,CYL #1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,5.21980341821961
100361,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,3.205811597416124
100362,CYL #2 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,8.089083342669
100363,R/H ENGINE #3 & 2 INTAKES LEAKING.,REMOVED & REPLACED GASKET.,4.7507886584702135
100364,R/H ENGINE #3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,4.01717630324794
100365,#2 & 3 INTAKES ON L/H ENGINE ARE LEAKING.,REPLACED #2 & 3 INTAKE GASKETS ON L/H ENGINE.,7.137920996468749
100366,#2 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,4.114521590407332
100367,#2 CYLINDER INNER INTAKE PUSH ROD SEAL LEAKING.,REPLACED INNER & OUTER PUSH ROD TUBE SEALS & ROCKER COV,6.715145196407874
100368,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,5.395200825418133
100369,#3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,7.805649521981022
100370,FWD PUSH ROD SEAL LEAKING @ ENGINE ON #3 CYLINDER.,REMOVED & REPLACED #3 CYLINDER FWD PUSH ROD TUBE SEALS.,9.55966095335713
100371,CYL #1 BAFFLE CRACKED AT SCREW SUPPORT & FWD BAFFLE BELOW #1,FABRICATED PATCHES OF LIKE MATERIAL & RIVETED IAW ,2.8608183364971596
100372,R/H BAFFLE SEAL LOOSE (FWD UPPER).,RESECURED BAFFLE SEAL.,2.4713774499619987
100373,BAFFLE SEAL HAS HOLE IN IT.,REPAIRED HOLE IN SEAL.,5.174994779379604
100374,FRONT BAFFLE RUBBING ON MUFFLER.,APPLIED HIGH TEMP SEALANT TO SEPERATE & SECURE BAFFLE.,9.67748506410388
100375,#2 INTAKE LEAKING.,REPLACED GASKET.,1.2474680503871594
100376,#3 CYLINDER HAS VALVE STICKING.,INSTALLED REMAINING ITEMS.,9.476819477723087
100377,#3 CYLINDER HAS VALVE STICKING.,"REMOVED CYL, INSTALLED REPAIRED CYL, TWO -28 PUSH RODS",3.327456565886532
100378,#4 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,7.854140452944124
100379,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,2.244685578035339
100380,"#2, 4 ROCKER COVER IS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,8.998115146875875
100381,#2 & 3 INTAKES ARE LEAKING.,REMOVED & REPLACED GASKETS.,7.255426978082406
100382,#3 CYL AFT BAFFLE MISSING SCREW.,INSTALLED NEW SCREW.,5.930732899837562
100383,#4 ROCKER COVER IS LEAKING.,REPLACED GASKET.,7.128706279102724
100384,"ENGINE ROUGH ON START, SUSPECT STUCK VALVE.","INSP'D, FOUND #3 CYL EXHAUST VALVE STUCK OPEN, CONTACTE",8.188362825002026
100385,"ENGINE ROUGH ON START, SUSPECT STUCK VALVE.","TORQUED CYL BASE, INSTALLED REMAINING LINES, TUBES, BAF",5.164177419346657
100386,#3 FWD PUSH ROD TUBE LEAKING @ ENGINE.,REMOVED & REPLACED #3 FWD PUSH ROD TUBE SEALS. LEAK CHE,8.472206198132927
100387,CYL #3 INTAKE TUBE LEAKING AT SUMP CONNECTOR HOSE.,TIGHTENED CLAMPS.,5.196893420648747
100388,CYL #3 AFT BAFFLE MOUNT RIVETS ARE SHEARED.,"REMOVED BAFFLE, REPAIRED MOUNT & REINSTALLED.",4.422972077487798
100389,#2 CYL BAFFLE SEAL NEEDS TO BE RESECURED.,RESECURED #2 BAFFLE SEAL.,5.954162598287916
100390,#3 INTAKE GASKET LEAKS.,REPLACED GASKET.,1.7200222832486123
100391,"SCREW MISSING FOR R/H SIDE OF BAFFLING, BEHIND DIPSTICK.","REMOVED DIPSTICK, INSTALLED SCREW, INSTALLED & SAFETIED",6.641231343051252
100392,R/H #4 SIDE BAFFLE MISSING BOLTS.,INSTALLED NEW BOLTS.,9.681830444954182
100393,LEFT ENGINE #3 DRAIN HOSE CLAMP AGAINST BAFFLE.,REPOSITIONED DRAIN TUBE CLAMPS TO CLEAR BAFFLE.,3.121886685265131
100394,#4 INTAKE LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.,6.659378490666169
100395,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,2.3738342648611788
100396,CYL #2 & 4 INTAKES ARE LEAKING.,REPLACED INTAKE GASKETS.,0.2260833085110292
100397,CYL #3 AFT BAFFLE MOUNT LOOSE.,REMOVED BAFFLE & FOUND BAFFLE ALMOST WORN THROUGH AT AF,1.6377690110712517
100398,#3 ROCKER COVER REQUIRES NEW GASKET.,INSTALLED NEW GASKET.,3.534400431236935
100399,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,2.156130051854613
100400,"SEVERE KNOCKING, VIBRATIONS ON START UP.","INSPECTED, COMPRESSIONS INDICATED NORMAL. REMOVED COWL,",7.320373733627797
100401,#2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,8.845571161517592
100402,CYL #2 & 4 INTAKES ARE LEAKING.,REPLACED INTAKE GASKETS.,6.871725067782148
100403,OIL RETURN LINE CLAMPS LOOSE.,TIGHTENED OIL RETURN LINE CLAMPS.,7.033365477209105
100404,"LOOSE CABLE SAFETY BAFFLE BOLTS, CYL #2.",TIGHTENED & RESECURED.,6.137225329721732
100405,#1 & 3 CYL FUEL INJ LINES STANDOFF LOOSE BY OIL FILLER TUBE.,TIGHTENED SCREW.,0.8833202702029486
100406,R/H ENGINE #4 INTAKE IS LEAKING.,REPLACED GASKET.,3.804551078960471
100407,L/H ENGINE #3 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,6.17395458365014
100408,L/H ENGINE ALL 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS.,1.210347276149436
100409,R/H ENGINE ALL 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS.,6.14717127095806
100410,R/H ENGINE #2 & 4 ROCKER OIL RETURN LINES ARE LEAKING.,TIGHTENED CLAMPS.,7.300918152048698
100411,REPLACE L/H ENGINE TORQUEMETER HOSES.,LEAK CHECKED GOOD.,2.933785408924975
100412,REPLACE R/H ENGINE TORQUEMETER HOSES.,LEAK CHECKED GOOD.,9.620765405100938
100413,REPLACE L/H ENGINE TORQUEMETER HOSES.,REPLACED PRESSURE HOSE.,0.517324841175536
100414,REPLACE R/H ENGINE TORQUEMETER HOSES.,INSTALLED PRESSURE HOSE.,9.34286401882661
100415,REPLACE L/H ENGINE TORQUEMETER HOSES.,REPLACED VENT HOSE FOR TORQUEMETER.,2.5713009282626578
100416,REPLACE R/H ENGINE TORQUEMETER HOSES.,REPLACED VENT HOSES FOR TORQUEMETER.,1.8826858718575634
100417,R/H REAR ENGINE BAFFLE SUPPORT BROKEN.,INSTALED NEW BAFFLE SUPPORT.,1.4850856398423984
100418,L/H FWD ENGINE BAFFLE CRACKED.,INSTALLED PATCH OF LIKE MATERAL & RIVETED IAW,0.5572172237804374
100419,#3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,7.574888080050085
100420,#3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,5.582420122673256
100421,#3 INTAKE LEAKING.,REPLACED GASKET.,6.514200176691
100422,#2 ROCKER COVER LEAKING.,REPLACED GASKET.,1.1775214977690007
100423,ENGINE IS TIMED OUT.,REMOVED ENGINE IAW  MAINT MANUAL.,5.048383859154724
100424,ENGINE IS TIMED OUT.,REMOVED BAFFLING & COMPONENTS FROM OLD ENGINE & STARTED,6.728462720433811
100425,ENGINE IS TIMED OUT.,INSTALLED ENGINE. PERFORMED PRE-OIL & INSTALLED SPARK P,6.382778185419546
100426,ENGINE IS TIMED OUT.,"ENGINE RUN UP, LEAK CHECK GOOD.",2.6730867764135247
100427,CYL #3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,9.203407611134747
100428,L/H UPPER BAFFLE FOR CYL #4 PLUG HOLE IS ENLARGED.,INSTALLED PATCH MADE OF LIKE MATERIAL & RIVETED IAW CES,5.714207949514398
